chiN	alphaN
65	65
chi	alpha	amp	phase
0.	0.	1.8492910546293e-9	0.93898897660693
0.	0.015625	1.8483883454555e-9	0.91355455581301
0.	0.03125	1.844909612193e-9	0.838692283749034
0.	0.046875	1.8367072273947e-9	0.71841655947175
0.	0.0625	1.820708619962e-9	0.55852098882145
0.	0.078125	1.7935463039191e-9	0.36560426171106
0.	0.09375	1.7522183398249e-9	0.14621319945259
0.	0.109375	1.6946372156844e-9	-0.093736101583775
0.	0.125	1.619970130125e-9	-0.34924605864612
0.	0.140625	1.5287398124433e-9	-0.6163093580479
0.	0.15625	1.4227172702218e-9	-0.89186201909034
0.	0.171875	1.304676217996e-9	-1.1736985665235
0.	0.1875	1.1780866570347e-9	-1.4604018659121
0.	0.203125	1.0468089088439e-9	-1.7513158128512
0.	0.21875	9.1482336193042e-10	-2.0465736922475
0.	0.234375	7.860084627125e-10	-2.3471869135315
0.	0.25	6.6396685885183e-10	-2.6551902727175
0.	0.265625	5.518959915774e-10	-2.9738124082948
0.	0.28125	4.5249719383001e-10	-3.30755108887879
0.	0.296875	3.6790397207589e-10	-3.66180098471109
0.	0.3125	2.9957193056321e-10	-4.04125321047649
0.	0.328125	2.4802107207834e-10	-4.44609051404549
0.	0.34375	2.1237538648371e-10	-4.86681665606929
0.	0.359375	1.9001073795657e-10	-5.28328785529572
0.	0.375	1.7697689475865e-10	-5.67307080562721
0.	0.390625	1.6922560438956e-10	-6.02212523083155
0.	0.40625	1.636794284482e-10	-6.3271192954061
0.	0.421875	1.5850766848571e-10	-6.59096412038356
0.	0.4375	1.5286001373526e-10	-6.81830480143178
0.	0.453125	1.4648709850861e-10	-7.01333687156575
0.	0.46875	1.3944563689068e-10	-7.17925597276121
0.	0.484375	1.3191512763586e-10	-7.31839246082019
0.	0.5	1.2409830866919e-10	-7.43252716011489
0.	0.515625	1.1617369533803e-10	-7.52319091300219
0.	0.53125	1.0827728849805e-10	-7.59188513011059
0.	0.546875	1.004995085967e-10	-7.64021134745749
0.	0.5625	9.288987327294e-11	-7.66991761927389
