chiN	alphaN
65	65
chi	alpha	amp	phase
0.	0.	0.037787541649552	1.1920992122676
0.	0.015625	0.037906126023341	1.0834059340845
0.	0.03125	0.038253413238264	0.763425222150543
0.	0.046875	0.038804803505567	0.24927408915886
0.	0.0625	0.039521901591917	-0.43398388772608
0.	0.078125	0.040356133251844	-1.2571933169263
0.	0.09375	0.041253073305871	-2.1906311133595
0.	0.109375	0.042156755504515	-3.20654124745069
0.	0.125	0.043013351208668	-4.28054774809439
0.	0.140625	0.043773898397257	-5.39215106797733
0.	0.15625	0.044396050014652	-6.52462423508571
0.	0.171875	0.044844987980742	-7.66459305000369
0.	0.1875	0.045093712550524	-8.80150010986949
0.	0.203125	0.045122907223261	-9.92707012592747
0.	0.21875	0.044920538480028	-11.0348337811235
0.	0.234375	0.044481303431503	-12.1197301795834
0.	0.25	0.043805999016737	-13.177787989474
0.	0.265625	0.04290085712723	-14.2058763507355
0.	0.28125	0.041776870322447	-15.2015137180399
0.	0.296875	0.040449120656287	-16.16272296554
0.	0.3125	0.038936117429684	-17.0879225270186
0.	0.328125	0.03725914662526	-17.9758451582316
0.	0.34375	0.0354416339973	-18.8254776522291
0.	0.359375	0.03350852429497	-19.6360163420783
0.	0.375	0.031485680200411	-20.4068344485924
0.	0.390625	0.029399305808611	-21.1374582919769
0.	0.40625	0.02727540056492	-21.8275501255106
0.	0.421875	0.025139250335826	-22.47689591004
0.	0.4375	0.023014962627256	-23.0853967692534
0.	0.453125	0.020925052849951	-23.6530631805541
0.	0.46875	0.018890087976969	-24.1800111906162
0.	0.484375	0.016928392981845	-24.6664601189771
0.	0.5	0.015055824149495	-25.1127313424034
0.	0.515625	0.013285611786178	-25.5192478485797
0.	0.53125	0.011628273106708	-25.8865343196213
0.	0.546875	0.010091594234471	-26.2152175580146
0.	0.5625	0.0086806783850002	-26.5060271079623
0.	0.578125	0.0073980555386854	-26.7597959534059
0.	0.59375	0.0062438472754645	-26.9774611958763
0.	0.609375	0.0052159790583189	-27.1600646304818
0.	0.625	0.004310431143933	-27.3087531500493
0.	0.640625	0.0035215185218715	-27.4247789134817
0.	0.65625	0.0028421898658903	-27.5094992204068
0.	0.671875	0.0022643354250165	-27.5643760346205
0.	0.6875	0.0017790940844057	-27.5909750995724
0.	0.703125	0.0013771504589366	-27.5909645855404
0.	0.71875	0.0010490138025864	-27.5661132048095
0.	0.734375	0.00078527168184831	-27.5182877219883
0.	0.75	0.00057681270391572	-27.4494497787277
0.	0.765625	0.00041501405060105	-27.3616519378235
0.	0.78125	0.00029189109590548	-27.2570328351132
0.	0.796875	0.00020020790038418	-27.1378113064309
0.	0.8125	0.00013354884986013	-27.0062793259587
0.	0.828125	0.000086353081653088	-26.864793561271
0.	0.84375	0.000053914585994346	-26.7157652996583
0.	0.859375	0.000032351959803829	-26.5616484395952
0.	0.875	0.000018552692097753	-26.4049251664276
0.	0.890625	0.000010097559142877	-26.2480888191057
0.	0.90625	5.1711701956348e-6	-26.0936233184872
0.	0.921875	2.4649038696797e-6	-25.9439783287958
0.	0.9375	1.0783707844705e-6	-25.8015390549959
0.	0.953125	4.2509173681056e-7	-25.6685891879711
0.	0.96875	1.4726295289856e-7	-25.5472649360648
0.	0.984375	4.3289624439893e-8	-25.4394972049016
0.	1.	1.025756185246e-8	-25.346937580498
0.015624999999856	0.	0.037875496946864	1.1239998122079
0.015624999999856	0.015625	0.037992957360701	1.01595638481581
0.015624999999856	0.03125	0.038336959016185	0.697849233259743
0.015624999999856	0.046875	0.0388831466798349	0.186589470579107
0.015624999999856	0.0625	0.039593487949467	-0.493040311625092
0.015624999999856	0.078125	0.040419834238271	-1.3121786049356
0.015624999999856	0.09375	0.041308192613312	-2.2413616285985
0.015624999999856	0.109375	0.042202991645514	-3.25303397995349
0.015624999999856	0.125	0.043050734264042	-4.32295773957659
0.015624999999856	0.140625	0.04380271784265	-5.43071704418092
0.015624999999856	0.15625	0.044416785414011	-6.55962707326166
0.015624999999856	0.171875	0.044858248821016	-7.69632697933979
0.015624999999856	0.1875	0.04510018934328	-8.83025439504239
0.015624999999856	0.203125	0.045123333528777	-9.95311848506267
0.015624999999856	0.21875	0.044915662352455	-11.0584290857171
0.015624999999856	0.234375	0.044471866447233	-12.1411025386078
0.015624999999856	0.25	0.043792721140914	-13.1971448685424
0.015624999999856	0.265625	0.042884425946183	-14.2234038221588
0.015624999999856	0.28125	0.041757933484772	-15.2173782638767
0.015624999999856	0.296875	0.040428280657601	-16.1770734804352
0.015624999999856	0.3125	0.03891392811978	-17.1008923157046
0.015624999999856	0.328125	0.037236111006793	-17.9875538167385
0.015624999999856	0.34375	0.035418203027393	-18.8360327798895
0.015624999999856	0.359375	0.033485096501246	-19.6455150658682
0.015624999999856	0.375	0.031462601991671	-20.4153647609132
0.015624999999856	0.390625	0.029376872402634	-21.1451002133299
0.015624999999856	0.40625	0.027253857479587	-21.8343767083084
0.015624999999856	0.421875	0.025118795401673	-22.4829741013052
0.015624999999856	0.4375	0.022995748478461	-23.0907881497208
0.015624999999856	0.453125	0.020907189849105	-23.6578245964483
0.015624999999856	0.46875	0.018873647519063	-24.1841952928686
0.015624999999856	0.484375	0.016913411116162	-24.6701158227761
0.015624999999856	0.5	0.015042305447826	-25.1159042183158
0.015624999999856	0.515625	0.01327353338086	-25.5219804551892
0.015624999999856	0.53125	0.011617588816644	-25.888866485685
0.015624999999856	0.546875	0.010082238693844	-26.2171866216297
0.015624999999856	0.5625	0.0086725710939553	-26.5076681186332
0.015624999999856	0.578125	0.0073911047550809	-26.7611418422663
0.015624999999856	0.59375	0.0062379536769967	-26.9785429185982
0.015624999999856	0.609375	0.0052110391110224	-27.160911286632
0.015624999999856	0.625	0.0043063401255631	-27.309392082073
0.015624999999856	0.640625	0.0035181731608987	-27.4252357884456
0.015624999999856	0.65625	0.0028394905700755	-27.5097980965994
0.015624999999856	0.671875	0.0022621880875922	-27.5645394154362
0.015624999999856	0.6875	0.0017774114693833	-27.5910239763953
0.015624999999856	0.703125	0.0013758531791561	-27.5909184716185
0.015624999999856	0.71875	0.0010480309157791	-27.5659901607236
0.015624999999856	0.734375	0.00078454093933888	-27.5181043754262
0.015624999999856	0.75	0.00057628049334314	-27.4492213385014
0.015624999999856	0.765625	0.00041463508125555	-27.3613922044387
0.015624999999856	0.78125	0.0002916278760668	-27.2567542078964
0.015624999999856	0.796875	0.0002000300581249	-27.1375247889897
0.015624999999856	0.8125	0.00013343234870337	-27.0059945315398
0.015624999999856	0.828125	0.000086279377673689	-26.8645187176166
0.015624999999856	0.84375	0.000053869770402893	-26.7155072553357
0.015624999999856	0.859375	0.000032325924265698	-26.5614126746685
0.015624999999856	0.875	0.000018538348322094	-26.4047158063164
0.015624999999856	0.890625	0.000010090136473746	-26.2479086551893
0.015624999999856	0.90625	5.1676076550875e-6	-26.09347383695
0.015624999999856	0.921875	2.4633453667097e-6	-25.9438597504789
0.015624999999856	0.9375	1.0777648834888e-6	-25.8014503897654
0.015624999999856	0.953125	4.2489069498871e-7	-25.6685283077671
0.015624999999856	0.96875	1.4721017984695e-7	-25.5472286726408
0.015624999999856	0.984375	4.3280666381236e-8	-25.4394814799396
0.015624999999856	1.	1.0257562079755e-8	-25.3469375804353
0.031250000000016	0.	0.038135635457979	0.92191402588674
0.031250000000016	0.015625	0.038249779316663	0.815773986125147
0.031250000000016	0.03125	0.038584083236172	0.503157339157796
0.031250000000016	0.046875	0.039114906372484	0.000379274993729664
0.031250000000016	0.0625	0.039805278093307	-0.668592872958693
0.031250000000016	0.078125	0.040608298593164	-1.4757533238446
0.031250000000016	0.09375	0.041471247030502	-2.3923968077877
0.031250000000016	0.109375	0.04233971808124	-3.39155813674219
0.031250000000016	0.125	0.043161197778292	-4.44940847184959
0.031250000000016	0.140625	0.043887755828949	-5.54578248885306
0.031250000000016	0.15625	0.044477803867743	-6.66412393728718
0.031250000000016	0.171875	0.044897044520385	-7.79111533532679
0.031250000000016	0.1875	0.045118804640019	-8.91618302347488
0.031250000000016	0.203125	0.045123943080288	-10.0309929298157
0.031250000000016	0.21875	0.044900487599273	-11.1289953370364
0.031250000000016	0.234375	0.044443112546761	-12.2050408079774
0.031250000000016	0.25	0.04375253127129	-13.2550694890287
0.031250000000016	0.265625	0.042834848654892	-14.2758665967964
0.031250000000016	0.28125	0.041700899662966	-15.2648735382822
0.031250000000016	0.296875	0.040365587572201	-16.2200438774342
0.031250000000016	0.3125	0.038847228650991	-17.1397345088651
0.031250000000016	0.328125	0.037166906801938	-18.0226240008447
0.031250000000016	0.34375	0.035347840702087	-18.8676516708789
0.031250000000016	0.359375	0.033414766319806	-19.6739723672104
0.031250000000016	0.375	0.031393338660447	-20.440923093527
0.031250000000016	0.390625	0.029309557739893	-21.1679985382217
0.031250000000016	0.40625	0.02718922479638	-21.854833286677
0.031250000000016	0.421875	0.025057435460411	-22.5011890422596
0.031250000000016	0.4375	0.022938116902012	-23.1069455957099
