chiN 	 alphaN 
65	65 
chi	alpha	amp	phase
0.000000000000000e+00 0.000000000000000e+00 2.225093368266643e-05 -1.806839727810421e+00
0.000000000000000e+00 1.562500000000000e-02 2.225619210255999e-05 -1.842335165227797e+00
0.000000000000000e+00 3.125000000000000e-02 2.226416881609964e-05 -1.946934813870892e+00
0.000000000000000e+00 4.687500000000000e-02 2.225331927390921e-05 -2.115360383411497e+00
0.000000000000000e+00 6.250000000000000e-02 2.219330785198504e-05 -2.339925929822590e+00
0.000000000000000e+00 7.812500000000000e-02 2.205150151989078e-05 -2.611749417946194e+00
0.000000000000000e+00 9.375000000000000e-02 2.179908496389859e-05 -2.921827958313827e+00
0.000000000000000e+00 1.093750000000000e-01 2.141527739541593e-05 -3.261780524687390e+00
0.000000000000000e+00 1.250000000000000e-01 2.088905400817006e-05 -3.624243186928527e+00
0.000000000000000e+00 1.406250000000000e-01 2.021875313685166e-05 -4.003006624257749e+00
0.000000000000000e+00 1.562500000000000e-01 1.941054790638458e-05 -4.393006869164846e+00
0.000000000000000e+00 1.718750000000000e-01 1.847680255476827e-05 -4.790253108262768e+00
0.000000000000000e+00 1.875000000000000e-01 1.743493986898683e-05 -5.191737105968400e+00
0.000000000000000e+00 2.031250000000000e-01 1.630690804740905e-05 -5.595337876114604e+00
0.000000000000000e+00 2.187500000000000e-01 1.511892894689079e-05 -5.999717710163567e+00
0.000000000000000e+00 2.343750000000000e-01 1.390106736565588e-05 -6.404197570484035e+00
0.000000000000000e+00 2.500000000000000e-01 1.268625225016394e-05 -6.808594746903939e+00
0.000000000000000e+00 2.656250000000000e-01 1.150858309247824e-05 -7.213000107937615e+00
0.000000000000000e+00 2.812500000000000e-01 1.040095025951098e-05 -7.617469845114727e+00
0.000000000000000e+00 2.968750000000000e-01 9.392140545650665e-06 -8.021620690074030e+00
0.000000000000000e+00 3.125000000000000e-01 8.503731890985600e-06 -8.424168521508570e+00
0.000000000000000e+00 3.281250000000000e-01 7.747287363481425e-06 -8.822544624446737e+00
0.000000000000000e+00 3.437500000000000e-01 7.122628228895937e-06 -9.212811201678615e+00
0.000000000000000e+00 3.593750000000000e-01 6.618050177176230e-06 -9.590057664240955e+00
0.000000000000000e+00 3.750000000000000e-01 6.212875328953981e-06 -9.949218703564618e+00
0.000000000000000e+00 3.906250000000000e-01 5.881732846625351e-06 -1.028596675163672e+01
0.000000000000000e+00 4.062500000000000e-01 5.599135879710875e-06 -1.059728247830641e+01
0.000000000000000e+00 4.218750000000000e-01 5.342971102356159e-06 -1.088155125771887e+01
0.000000000000000e+00 4.375000000000000e-01 5.096300375455506e-06 -1.113831433788682e+01
0.000000000000000e+00 4.531250000000000e-01 4.847676132762313e-06 -1.136790094589753e+01
0.000000000000000e+00 4.687500000000000e-01 4.590534194218227e-06 -1.157110259779397e+01
0.000000000000000e+00 4.843750000000000e-01 4.322194509475426e-06 -1.174894903876023e+01
0.000000000000000e+00 5.000000000000000e-01 4.042811665779210e-06 -1.190258003565209e+01
0.000000000000000e+00 5.156250000000000e-01 3.754441057143253e-06 -1.203318425334688e+01
0.000000000000000e+00 5.312500000000000e-01 3.460276427660775e-06 -1.214197680465460e+01
0.000000000000000e+00 5.468750000000000e-01 3.164061375594311e-06 -1.223019497209305e+01
0.000000000000000e+00 5.625000000000000e-01 2.869657716293057e-06 -1.229909955554469e+01
0.000000000000000e+00 5.781250000000000e-01 2.580748565711855e-06 -1.234997515448633e+01
0.000000000000000e+00 5.937500000000000e-01 2.300653286408910e-06 -1.238412650800606e+01
0.000000000000000e+00 6.093750000000000e-01 2.032231109015159e-06 -1.240287038075417e+01
0.000000000000000e+00 6.250000000000000e-01 1.777849915335754e-06 -1.240752389697517e+01
0.000000000000000e+00 6.406250000000000e-01 1.539397258504203e-06 -1.239939097758084e+01
0.000000000000000e+00 6.562500000000000e-01 1.318313051531757e-06 -1.237974877350924e+01
0.000000000000000e+00 6.718750000000000e-01 1.115627649041422e-06 -1.234983581305931e+01
0.000000000000000e+00 6.875000000000000e-01 9.319947103845549e-07 -1.231084310972815e+01
0.000000000000000e+00 7.031250000000000e-01 7.677142401087678e-07 -1.226390885856270e+01
0.000000000000000e+00 7.187500000000000e-01 6.227464687051432e-07 -1.221011673558429e+01
0.000000000000000e+00 7.343750000000000e-01 4.967209520728636e-07 -1.215049732581475e+01
0.000000000000000e+00 7.500000000000000e-01 3.889470652847911e-07 -1.208603190279050e+01
0.000000000000000e+00 7.656250000000000e-01 2.984320178345300e-07 -1.201765766919122e+01
0.000000000000000e+00 7.812500000000000e-01 2.239110161266603e-07 -1.194627360530532e+01
0.000000000000000e+00 7.968750000000000e-01 1.638917976176029e-07 -1.187274620214446e+01
0.000000000000000e+00 8.125000000000000e-01 1.167130339163172e-07 -1.179791452367194e+01
0.000000000000000e+00 8.281250000000000e-01 8.061354976729484e-08 -1.172259420589868e+01
0.000000000000000e+00 8.437500000000000e-01 5.380731502142918e-08 -1.164758013433363e+01
0.000000000000000e+00 8.593750000000000e-01 3.455798781574572e-08 -1.157364763458479e+01
0.000000000000000e+00 8.750000000000000e-01 2.124653760797020e-08 -1.150155206254181e+01
0.000000000000000e+00 8.906250000000000e-01 1.242615055322100e-08 -1.143202669404227e+01
0.000000000000000e+00 9.062500000000000e-01 6.860097028703493e-09 -1.136577879368221e+01
0.000000000000000e+00 9.218750000000000e-01 3.540301910462548e-09 -1.130348369108958e+01
0.000000000000000e+00 9.375000000000000e-01 1.686703619594061e-09 -1.124577660925436e+01
0.000000000000000e+00 9.531250000000000e-01 7.297719101973975e-10 -1.119324186601094e+01
0.000000000000000e+00 9.687500000000000e-01 2.804269403603486e-10 -1.114639888949921e+01
0.000000000000000e+00 9.843750000000000e-01 9.276263943084353e-11 -1.110568421774794e+01
0.000000000000000e+00 1.000000000000000e+00 2.523114400758536e-11 -1.107142822561026e+01
1.562500000000000e-02 0.000000000000000e+00 2.225672090479663e-05 -1.828931345789337e+00
1.562500000000000e-02 1.562500000000000e-02 2.226107954428310e-05 -1.864228195607847e+00
1.562500000000000e-02 3.125000000000000e-02 2.226648897546656e-05 -1.968256302626504e+00
1.562500000000000e-02 4.687500000000000e-02 2.225176939060912e-05 -2.135802570644245e+00
1.562500000000000e-02 6.250000000000000e-02 2.218709818947474e-05 -2.359268865611712e+00
1.562500000000000e-02 7.812500000000000e-02 2.204039285380468e-05 -2.629863251820546e+00
1.562500000000000e-02 9.375000000000000e-02 2.178332274280032e-05 -2.938660466786116e+00
1.562500000000000e-02 1.093750000000000e-01 2.139545817147527e-05 -3.277338066524932e+00
1.562500000000000e-02 1.250000000000000e-01 2.086597182880662e-05 -3.638571738146908e+00
1.562500000000000e-02 1.406250000000000e-01 2.019326741815700e-05 -4.016176437172613e+00
1.562500000000000e-02 1.562500000000000e-01 1.938349582389083e-05 -4.405101614324847e+00
1.562500000000000e-02 1.718750000000000e-01 1.844895797594072e-05 -4.801362816423256e+00
1.562500000000000e-02 1.875000000000000e-01 1.740700572483861e-05 -5.201953709454967e+00
1.562500000000000e-02 2.031250000000000e-01 1.627952354851033e-05 -5.604752239646452e+00
1.562500000000000e-02 2.187500000000000e-01 1.509267596805172e-05 -6.008417346780806e+00
1.562500000000000e-02 2.343750000000000e-01 1.387646749993700e-05 -6.412264509157597e+00
1.562500000000000e-02 2.500000000000000e-01 1.266375316295028e-05 -6.816103170288306e+00
1.562500000000000e-02 2.656250000000000e-01 1.148853736128690e-05 -7.220013469068856e+00
1.562500000000000e-02 2.812500000000000e-01 1.038359157680289e-05 -7.624037367483706e+00
1.562500000000000e-02 2.968750000000000e-01 9.377562322715246e-06 -8.027773676426046e+00
1.562500000000000e-02 3.125000000000000e-01 8.491873724176290e-06 -8.429917832905549e+00
1.562500000000000e-02 3.281250000000000e-01 7.737936176979529e-06 -8.827881599751647e+00
1.562500000000000e-02 3.437500000000000e-01 7.115441137674470e-06 -9.217713947918805e+00
1.562500000000000e-02 3.593750000000000e-01 6.612601176238988e-06 -9.594502048836347e+00
1.562500000000000e-02 3.750000000000000e-01 6.208717134691320e-06 -9.953189867264580e+00
1.562500000000000e-02 3.906250000000000e-01 5.878455920087973e-06 -1.028946606087084e+01
1.562500000000000e-02 4.062500000000000e-01 5.596407889280377e-06 -1.060032789020722e+01
1.562500000000000e-02 4.218750000000000e-01 5.340551004383114e-06 -1.088417300254621e+01
1.562500000000000e-02 4.375000000000000e-01 5.094032319230577e-06 -1.114054926749929e+01
1.562500000000000e-02 4.531250000000000e-01 4.845472770489248e-06 -1.136978787470059e+01
1.562500000000000e-02 4.687500000000000e-01 4.588357469427186e-06 -1.157267936945388e+01
1.562500000000000e-02 4.843750000000000e-01 4.320038488781501e-06 -1.175025107745404e+01
1.562500000000000e-02 5.000000000000000e-01 4.040689083173848e-06 -1.190363985564128e+01
1.562500000000000e-02 5.156250000000000e-01 3.752373620399495e-06 -1.203403147032505e+01
1.562500000000000e-02 5.312500000000000e-01 3.458288292148643e-06 -1.214263835202237e+01
1.562500000000000e-02 5.468750000000000e-01 3.162175065042004e-06 -1.223069536132370e+01
1.562500000000000e-02 5.625000000000000e-01 2.867891845864459e-06 -1.229946110831224e+01
1.562500000000000e-02 5.781250000000000e-01 2.579116842351281e-06 -1.235021818404738e+01
1.562500000000000e-02 5.937500000000000e-01 2.299164368661878e-06 -1.238426945238247e+01
1.562500000000000e-02 6.093750000000000e-01 2.030888995703308e-06 -1.240292990103985e+01
1.562500000000000e-02 6.250000000000000e-01 1.776654607072711e-06 -1.240751495688083e+01
1.562500000000000e-02 6.406250000000000e-01 1.538345505152978e-06 -1.239932691862746e+01
1.562500000000000e-02 6.562500000000000e-01 1.317399063956369e-06 -1.237964139616794e+01
1.562500000000000e-02 6.718750000000000e-01 1.114843711881424e-06 -1.234969546911383e+01
1.562500000000000e-02 6.875000000000000e-01 9.313316793316343e-07 -1.231067880640559e+01
1.562500000000000e-02 7.031250000000000e-01 7.671619387315254e-07 -1.226372837139836e+01
1.562500000000000e-02 7.187500000000000e-01 6.222940154651453e-07 -1.220992672497121e+01
1.562500000000000e-02 7.343750000000000e-01 4.963570499680305e-07 -1.215030345170458e+01
1.562500000000000e-02 7.500000000000000e-01 3.886602787190692e-07 -1.208583893269828e+01
1.562500000000000e-02 7.656250000000000e-01 2.982110486835213e-07 -1.201746957601645e+01
1.562500000000000e-02 7.812500000000000e-01 2.237449778978162e-07 -1.194609365303673e+01
1.562500000000000e-02 7.968750000000000e-01 1.637704762401677e-07 -1.187257701893868e+01
1.562500000000000e-02 8.125000000000000e-01 1.166271177810265e-07 -1.179775816289951e+01
1.562500000000000e-02 8.281250000000000e-01 8.055481061795998e-08 -1.172245219649464e+01
1.562500000000000e-02 8.437500000000000e-01 5.376872464758708e-08 -1.164745352220901e+01
1.562500000000000e-02 8.593750000000000e-01 3.453376202607472e-08 -1.157353701703773e+01
1.562500000000000e-02 8.750000000000000e-01 2.123210716639819e-08 -1.150145761763141e+01
1.562500000000000e-02 8.906250000000000e-01 1.241806705415443e-08 -1.143194820684169e+01
1.562500000000000e-02 9.062500000000000e-01 6.855888647309510e-09 -1.136571568126780e+01
1.562500000000000e-02 9.218750000000000e-01 3.538298490558209e-09 -1.130343502809603e+01
1.562500000000000e-02 9.375000000000000e-01 1.685852022325324e-09 -1.124574115587675e+01
1.562500000000000e-02 9.531250000000000e-01 7.294608544678521e-10 -1.119321810049097e+01
1.562500000000000e-02 9.687500000000000e-01 2.803361904054184e-10 -1.114638504745834e+01
1.562500000000000e-02 9.843750000000000e-01 9.274528605870622e-11 -1.110567834128871e+01
1.562500000000000e-02 1.000000000000000e+00 2.523114449100968e-11 -1.107142822606062e+01
3.125000000000000e-02 0.000000000000000e+00 2.227066737170405e-05 -1.894533466447528e+00
3.125000000000000e-02 1.562500000000000e-02 2.227240904037688e-05 -1.929249243989480e+00
3.125000000000000e-02 3.125000000000000e-02 2.227035167159919e-05 -2.031603999469320e+00
3.125000000000000e-02 4.687500000000000e-02 2.224437627809892e-05 -2.196572942728832e+00
3.125000000000000e-02 6.250000000000000e-02 2.216615223878076e-05 -2.416812248859585e+00
3.125000000000000e-02 7.812500000000000e-02 2.200519819445467e-05 -2.683791958219754e+00
3.125000000000000e-02 9.375000000000000e-02 2.173459394761828e-05 -2.988813722244618e+00
3.125000000000000e-02 1.093750000000000e-01 2.133493324424675e-05 -3.323727534743163e+00
3.125000000000000e-02 1.250000000000000e-01 2.079596728840776e-05 -3.681326778799713e+00
3.125000000000000e-02 1.406250000000000e-01 2.011629569853523e-05 -4.055499461744089e+00
3.125000000000000e-02 1.562500000000000e-01 1.930201144307329e-05 -4.441236195956765e+00
3.125000000000000e-02 1.718750000000000e-01 1.836523799853519e-05 -4.834572720697905e+00
3.125000000000000e-02 1.875000000000000e-01 1.732312632254283e-05 -5.232509458143551e+00
3.125000000000000e-02 2.031250000000000e-01 1.619737875574662e-05 -5.632922032057572e+00
3.125000000000000e-02 2.187500000000000e-01 1.501399338718419e-05 -6.034460011892707e+00
3.125000000000000e-02 2.343750000000000e-01 1.380279662126439e-05 -6.436422922658663e+00
3.125000000000000e-02 2.500000000000000e-01 1.259642263973573e-05 -6.838596999370584e+00
3.125000000000000e-02 2.656250000000000e-01 1.142859072957570e-05 -7.241030377043867e+00
3.125000000000000e-02 2.812500000000000e-01 1.033171577433545e-05 -7.643722416490441e+00
3.125000000000000e-02 2.968750000000000e-01 9.334023894349285e-06 -8.046218258733457e+00
3.125000000000000e-02 3.125000000000000e-01 8.456479034653802e-06 -8.447152277348723e+00
3.125000000000000e-02 3.281250000000000e-01 7.710036064941307e-06 -8.843878258243778e+00
3.125000000000000e-02 3.437500000000000e-01 7.094000887787346e-06 -9.232406394646247e+00
3.125000000000000e-02 3.593750000000000e-01 6.596341462113381e-06 -9.607818122183858e+00
3.125000000000000e-02 3.750000000000000e-01 6.196299220886409e-06 -9.965085888000687e+00
3.125000000000000e-02 3.906250000000000e-01 5.868657199162372e-06 -1.029994716935002e+01
3.125000000000000e-02 4.062500000000000e-01 5.588238295233436e-06 -1.060944873955826e+01
3.125000000000000e-02 4.218750000000000e-01 5.333293707397317e-06 -1.089202467155754e+01
3.125000000000000e-02 4.375000000000000e-01 5.087224681419849e-06 -1.114724237170632e+01
3.125000000000000e-02 4.531250000000000e-01 4.838856167233562e-06 -1.137543872130921e+01
3.125000000000000e-02 4.687500000000000e-01 4.581819888871806e-06 -1.157740127065241e+01
3.125000000000000e-02 4.843750000000000e-01 4.313563359473310e-06 -1.175415007401118e+01
3.125000000000000e-02 5.000000000000000e-01 4.034315210805292e-06 -1.190681327906591e+01
3.125000000000000e-02 5.156250000000000e-01 3.746166341118138e-06 -1.203656798798464e+01
3.125000000000000e-02 5.312500000000000e-01 3.452320058825464e-06 -1.214461861590618e+01
3.125000000000000e-02 5.468750000000000e-01 3.156513319325489e-06 -1.223219278471197e+01
3.125000000000000e-02 5.625000000000000e-01 2.862592257237589e-06 -1.230054255680548e+01
3.125000000000000e-02 5.781250000000000e-01 2.574220351051050e-06 -1.235094451491387e+01
3.125000000000000e-02 5.937500000000000e-01 2.294696787810643e-06 -1.238469591034609e+01
3.125000000000000e-02 6.093750000000000e-01 2.026862187077253e-06 -1.240310641049057e+01
3.125000000000000e-02 6.250000000000000e-01 1.773068467160751e-06 -1.240748635866727e+01
3.125000000000000e-02 6.406250000000000e-01 1.535190204373197e-06 -1.239913319441809e+01
3.125000000000000e-02 6.562500000000000e-01 1.314657176745731e-06 -1.237931791103431e+01
3.125000000000000e-02 6.718750000000000e-01 1.112492049645719e-06 -1.234927324796893e+01
3.125000000000000e-02 6.875000000000000e-01 9.293427777450960e-07 -1.231018484580272e+01
3.125000000000000e-02 7.031250000000000e-01 7.655052449349361e-07 -1.226318597752033e+01
3.125000000000000e-02 7.187500000000000e-01 6.209368670521921e-07 -1.220935586264259e+01
3.125000000000000e-02 7.343750000000000e-01 4.952655427783135e-07 -1.214972108784335e+01
3.125000000000000e-02 7.500000000000000e-01 3.878000968587303e-07 -1.208525935969734e+01
3.125000000000000e-02 7.656250000000000e-01 2.975482923474176e-07 -1.201690470461777e+01
3.125000000000000e-02 7.812500000000000e-01 2.232469854563763e-07 -1.194555326892554e+01
3.125000000000000e-02 7.968750000000000e-01 1.634066060847146e-07 -1.187206900153813e+01
3.125000000000000e-02 8.125000000000000e-01 1.163694377757802e-07 -1.179728866814718e+01
3.125000000000000e-02 8.281250000000000e-01 8.037864002433249e-08 -1.172202580760650e+01
3.125000000000000e-02 8.437500000000000e-01 5.365298345901569e-08 -1.164707337369398e+01
3.125000000000000e-02 8.593750000000000e-01 3.446110224328414e-08 -1.157320489776275e+01
3.125000000000000e-02 8.750000000000000e-01 2.118882512633091e-08 -1.150117405881990e+01
3.125000000000000e-02 8.906250000000000e-01 1.239382077405091e-08 -1.143171256074540e+01
3.125000000000000e-02 9.062500000000000e-01 6.843264986342856e-09 -1.136552619607211e+01
3.125000000000000e-02 9.218750000000000e-01 3.532288480131949e-09 -1.130328892454758e+01
3.125000000000000e-02 9.375000000000000e-01 1.683297078977760e-09 -1.124563471126456e+01
3.125000000000000e-02 9.531250000000000e-01 7.285275077573525e-10 -1.119314674609770e+01
3.125000000000000e-02 9.687500000000000e-01 2.800638401150761e-10 -1.114634348655879e+01
3.125000000000000e-02 9.843750000000000e-01 9.269319439385212e-11 -1.110566069646471e+01
3.125000000000000e-02 1.000000000000000e+00 2.523114597846174e-11 -1.107142822744637e+01
4.687500000000000e-02 0.000000000000000e+00 2.228298949029953e-05 -2.001710475664669e+00
4.687500000000000e-02 1.562500000000000e-02 2.228063249037482e-05 -2.035504008353992e+00
