chiN 	 alphaN 
65	65 
chi	alpha	amp	phase
0.000000000000000e+00 0.000000000000000e+00 8.845256127665714e-03 -3.617892107721936e-01
0.000000000000000e+00 1.562500000000000e-02 8.855639841118208e-03 -4.184005061897311e-01
0.000000000000000e+00 3.125000000000000e-02 8.885227201106948e-03 -5.852129372672162e-01
0.000000000000000e+00 4.687500000000000e-02 8.929703690281310e-03 -8.537289211066703e-01
0.000000000000000e+00 6.250000000000000e-02 8.982944414327140e-03 -1.211449198771604e+00
0.000000000000000e+00 7.812500000000000e-02 9.038068656734115e-03 -1.643726353096655e+00
0.000000000000000e+00 9.375000000000000e-02 9.088182776503253e-03 -2.135474207330418e+00
0.000000000000000e+00 1.093750000000000e-01 9.126659842437953e-03 -2.672431748259917e+00
0.000000000000000e+00 1.250000000000000e-01 9.147126437395554e-03 -3.241922705101488e+00
0.000000000000000e+00 1.406250000000000e-01 9.143481826625771e-03 -3.833195097851867e+00
0.000000000000000e+00 1.562500000000000e-01 9.110192362700697e-03 -4.437464465482472e+00
0.000000000000000e+00 1.718750000000000e-01 9.042882018096200e-03 -5.047769296833549e+00
0.000000000000000e+00 1.875000000000000e-01 8.939037898294918e-03 -5.658719629677853e+00
0.000000000000000e+00 2.031250000000000e-01 8.798570561944503e-03 -6.266196877613761e+00
0.000000000000000e+00 2.187500000000000e-01 8.624017910659599e-03 -6.867045958926440e+00
0.000000000000000e+00 2.343750000000000e-01 8.420300856187215e-03 -7.458787694299602e+00
0.000000000000000e+00 2.500000000000000e-01 8.194065430654060e-03 -8.039369701276190e+00
0.000000000000000e+00 2.656250000000000e-01 7.952741570483092e-03 -8.606967795466343e+00
0.000000000000000e+00 2.812500000000000e-01 7.703501868723327e-03 -9.159846227541532e+00
0.000000000000000e+00 2.968750000000000e-01 7.452315427784201e-03 -9.696281520679207e+00
0.000000000000000e+00 3.125000000000000e-01 7.203265873943388e-03 -1.021454871535660e+01
0.000000000000000e+00 3.281250000000000e-01 6.958242626143816e-03 -1.071295991025179e+01
0.000000000000000e+00 3.437500000000000e-01 6.717030833399182e-03 -1.118993563581403e+01
0.000000000000000e+00 3.593750000000000e-01 6.477738314977291e-03 -1.164408427289191e+01
0.000000000000000e+00 3.750000000000000e-01 6.237432960862649e-03 -1.207426667950458e+01
0.000000000000000e+00 3.906250000000000e-01 5.992839998774339e-03 -1.247963181621662e+01
0.000000000000000e+00 4.062500000000000e-01 5.740966915381439e-03 -1.285962035164794e+01
0.000000000000000e+00 4.218750000000000e-01 5.479569901912944e-03 -1.321394226882880e+01
0.000000000000000e+00 4.375000000000000e-01 5.207428448649402e-03 -1.354253883935116e+01
0.000000000000000e+00 4.531250000000000e-01 4.924437631954202e-03 -1.384553924490528e+01
0.000000000000000e+00 4.687500000000000e-01 4.631553600555519e-03 -1.412321945845563e+01
0.000000000000000e+00 4.843750000000000e-01 4.330637644218031e-03 -1.437596768168476e+01
0.000000000000000e+00 5.000000000000000e-01 4.024242821811626e-03 -1.460425787018619e+01
0.000000000000000e+00 5.156250000000000e-01 3.715379701311936e-03 -1.480863107376590e+01
0.000000000000000e+00 5.312500000000000e-01 3.407288306434440e-03 -1.498968339545637e+01
0.000000000000000e+00 5.468750000000000e-01 3.103234243513995e-03 -1.514805906448899e+01
0.000000000000000e+00 5.625000000000000e-01 2.806339293289988e-03 -1.528444716159210e+01
0.000000000000000e+00 5.781250000000000e-01 2.519450800220037e-03 -1.539958073758638e+01
0.000000000000000e+00 5.937500000000000e-01 2.245049880574943e-03 -1.549423731375825e+01
0.000000000000000e+00 6.093750000000000e-01 1.985195547834306e-03 -1.556923998839012e+01
0.000000000000000e+00 6.250000000000000e-01 1.741500040978069e-03 -1.562545857736940e+01
0.000000000000000e+00 6.406250000000000e-01 1.515129687839543e-03 -1.566381038573341e+01
0.000000000000000e+00 6.562500000000000e-01 1.306825335617919e-03 -1.568526034639131e+01
0.000000000000000e+00 6.718750000000000e-01 1.116936568909668e-03 -1.569082037820308e+01
0.000000000000000e+00 6.875000000000000e-01 9.454644787320245e-04 -1.568154791224563e+01
0.000000000000000e+00 7.031250000000000e-01 7.921085317305062e-04 -1.565854361384472e+01
0.000000000000000e+00 7.187500000000000e-01 6.563140181756848e-04 -1.562294838785583e+01
0.000000000000000e+00 7.343750000000000e-01 5.373175405363776e-04 -1.557593979365815e+01
0.000000000000000e+00 7.500000000000000e-01 4.341889597085837e-04 -1.551872801254117e+01
0.000000000000000e+00 7.656250000000000e-01 3.458690722803615e-04 -1.545255150321610e+01
0.000000000000000e+00 7.812500000000000e-01 2.712029928127877e-04 -1.537867245276824e+01
0.000000000000000e+00 7.968750000000000e-01 2.089697216601535e-04 -1.529837208424397e+01
0.000000000000000e+00 8.125000000000000e-01 1.579086738515371e-04 -1.521294582342339e+01
0.000000000000000e+00 8.281250000000000e-01 1.167440317092696e-04 -1.512369826167321e+01
0.000000000000000e+00 8.437500000000000e-01 8.420768594056879e-05 -1.503193778378189e+01
0.000000000000000e+00 8.593750000000000e-01 5.906128475102330e-05 -1.493897066216925e+01
0.000000000000000e+00 8.750000000000000e-01 4.011756613890454e-05 -1.484609435206708e+01
0.000000000000000e+00 8.906250000000000e-01 2.626075842589073e-05 -1.475458965348748e+01
0.000000000000000e+00 9.062500000000000e-01 1.646545328299830e-05 -1.466571132902898e+01
0.000000000000000e+00 9.218750000000000e-01 9.813037764632878e-06 -1.458067667211229e+01
0.000000000000000e+00 9.375000000000000e-01 5.504567612298096e-06 -1.450065139338861e+01
0.000000000000000e+00 9.531250000000000e-01 2.868918413357372e-06 -1.442673201149204e+01
0.000000000000000e+00 9.687500000000000e-01 1.365200571459420e-06 -1.435992366226968e+01
0.000000000000000e+00 9.843750000000000e-01 5.787906469160563e-07 -1.430111181693828e+01
0.000000000000000e+00 1.000000000000000e+00 2.109142728141808e-07 -1.425102571128060e+01
1.562500000000000e-02 0.000000000000000e+00 8.853450328183207e-03 -3.971774795308041e-01
1.562500000000000e-02 1.562500000000000e-02 8.863625374065745e-03 -4.534683863890128e-01
1.562500000000000e-02 3.125000000000000e-02 8.892619240210644e-03 -6.193559358022739e-01
1.562500000000000e-02 4.687500000000000e-02 8.936203130513956e-03 -8.864408073729341e-01
1.562500000000000e-02 6.250000000000000e-02 8.988361727285456e-03 -1.242357858437025e+00
1.562500000000000e-02 7.812500000000000e-02 9.042315357604167e-03 -1.672600405103910e+00
1.562500000000000e-02 9.375000000000000e-02 9.091241880959128e-03 -2.162207756277116e+00
1.562500000000000e-02 1.093750000000000e-01 9.128553201901649e-03 -2.697018295467180e+00
1.562500000000000e-02 1.250000000000000e-01 9.147893342861759e-03 -3.264427200956847e+00
1.562500000000000e-02 1.406250000000000e-01 9.143173764794390e-03 -3.853729109411085e+00
1.562500000000000e-02 1.562500000000000e-01 9.108879673141380e-03 -4.456166183684656e+00
1.562500000000000e-02 1.718750000000000e-01 9.040663819069423e-03 -5.064788379995033e+00
1.562500000000000e-02 1.875000000000000e-01 8.936047529004607e-03 -5.674206265160421e+00
1.562500000000000e-02 2.031250000000000e-01 8.794972653435934e-03 -6.280294334022699e+00
1.562500000000000e-02 2.187500000000000e-01 8.619997296588522e-03 -6.879885939812362e+00
1.562500000000000e-02 2.343750000000000e-01 8.416046229027467e-03 -7.470487880271523e+00
1.562500000000000e-02 2.500000000000000e-01 8.189751633811712e-03 -8.050032966949468e+00
1.562500000000000e-02 2.656250000000000e-01 7.948514143325980e-03 -8.616682696699625e+00
1.562500000000000e-02 2.812500000000000e-01 7.699466506993286e-03 -9.168688438836638e+00
1.562500000000000e-02 2.968750000000000e-01 7.448533783569657e-03 -9.704315932611834e+00
1.562500000000000e-02 3.125000000000000e-01 7.199757810384863e-03 -1.022183187879750e+01
1.562500000000000e-02 3.281250000000000e-01 6.954993826401620e-03 -1.071954247945101e+01
1.562500000000000e-02 3.437500000000000e-01 6.714003751794988e-03 -1.119586447568425e+01
1.562500000000000e-02 3.593750000000000e-01 6.474884069256988e-03 -1.164940399166969e+01
1.562500000000000e-02 3.750000000000000e-01 6.234701989267739e-03 -1.207902050647713e+01
1.562500000000000e-02 3.906250000000000e-01 5.990190014778578e-03 -1.248386190352242e+01
1.562500000000000e-02 4.062500000000000e-01 5.738367589692811e-03 -1.286336767993339e+01
1.562500000000000e-02 4.218750000000000e-01 5.477004479982690e-03 -1.321724635789608e+01
1.562500000000000e-02 4.375000000000000e-01 5.204892994514040e-03 -1.354543742598276e+01
1.562500000000000e-02 4.531250000000000e-01 4.921938756728991e-03 -1.384806802657409e+01
1.562500000000000e-02 4.687500000000000e-01 4.629105470965725e-03 -1.412541194296138e+01
1.562500000000000e-02 4.843750000000000e-01 4.328258885355087e-03 -1.437785514265617e+01
1.562500000000000e-02 5.000000000000000e-01 4.021953718943463e-03 -1.460586938780949e+01
1.562500000000000e-02 5.156250000000000e-01 3.713199920596274e-03 -1.480999363382810e+01
1.562500000000000e-02 5.312500000000000e-01 3.405235214495598e-03 -1.499082202164325e+01
1.562500000000000e-02 5.468750000000000e-01 3.101321812287096e-03 -1.514899696413213e+01
1.562500000000000e-02 5.625000000000000e-01 2.804577521546631e-03 -1.528520587089385e+01
1.562500000000000e-02 5.781250000000000e-01 2.517845556699979e-03 -1.540018025744610e+01
1.562500000000000e-02 5.937500000000000e-01 2.243603066437575e-03 -1.549469623126135e+01
1.562500000000000e-02 6.093750000000000e-01 1.983905480983298e-03 -1.556957558184171e+01
1.562500000000000e-02 6.250000000000000e-01 1.740361976453174e-03 -1.562568690466775e+01
1.562500000000000e-02 6.406250000000000e-01 1.514136403364960e-03 -1.566394635710934e+01
1.562500000000000e-02 6.562500000000000e-01 1.305967727175632e-03 -1.568531778328838e+01
1.562500000000000e-02 6.718750000000000e-01 1.116204216401632e-03 -1.569081206047257e+01
1.562500000000000e-02 6.875000000000000e-01 9.448461554772246e-04 -1.568148561597974e+01
1.562500000000000e-02 7.031250000000000e-01 7.915926431864510e-04 -1.565843814212905e+01
1.562500000000000e-02 7.187500000000000e-01 6.558889646128066e-04 -1.562280959653746e+01
1.562500000000000e-02 7.343750000000000e-01 5.369720053579230e-04 -1.557577661393391e+01
1.562500000000000e-02 7.500000000000000e-01 4.339121297940211e-04 -1.551854847181987e+01
1.562500000000000e-02 7.656250000000000e-01 3.456507993538154e-04 -1.545236274532979e+01
1.562500000000000e-02 7.812500000000000e-01 2.710339057318536e-04 -1.537848075825437e+01
1.562500000000000e-02 7.968750000000000e-01 2.088412990824220e-04 -1.529818289112225e+01
1.562500000000000e-02 8.125000000000000e-01 1.578132854054215e-04 -1.521276374867636e+01
1.562500000000000e-02 8.281250000000000e-01 1.166749540000356e-04 -1.512352712352368e+01
1.562500000000000e-02 8.437500000000000e-01 8.415909785076386e-05 -1.503178062484864e+01
1.562500000000000e-02 8.593750000000000e-01 5.902824485886282e-05 -1.493882977366074e+01
1.562500000000000e-02 8.750000000000000e-01 4.009597390061329e-05 -1.484597129934186e+01
1.562500000000000e-02 8.906250000000000e-01 2.624730017052696e-05 -1.475448530354292e+01
1.562500000000000e-02 9.062500000000000e-01 1.645753407642313e-05 -1.466562588078794e+01
1.562500000000000e-02 9.218750000000000e-01 9.808700750127719e-06 -1.458060969074585e+01
1.562500000000000e-02 9.375000000000000e-01 5.502403388313814e-06 -1.450060185037886e+01
1.562500000000000e-02 9.531250000000000e-01 2.867968159129797e-06 -1.442669833272886e+01
1.562500000000000e-02 9.687500000000000e-01 1.364857723808795e-06 -1.435990378727808e+01
1.562500000000000e-02 9.843750000000000e-01 5.787066822968992e-07 -1.430110327347420e+01
1.562500000000000e-02 1.000000000000000e+00 2.109142760111655e-07 -1.425102571127787e+01
3.125000000000000e-02 0.000000000000000e+00 8.877255332092427e-03 -5.022569278076522e-01
3.125000000000000e-02 1.562500000000000e-02 8.886825793206640e-03 -5.576086923835517e-01
3.125000000000000e-02 3.125000000000000e-02 8.914098534697887e-03 -7.207836745969246e-01
3.125000000000000e-02 4.687500000000000e-02 8.955089106082517e-03 -9.836669398752479e-01
3.125000000000000e-02 6.250000000000000e-02 9.004094863750003e-03 -1.334282589238592e+00
3.125000000000000e-02 7.812500000000000e-02 9.054625220647939e-03 -1.758534038817824e+00
3.125000000000000e-02 9.375000000000000e-02 9.100064064712450e-03 -2.241828129900512e+00
3.125000000000000e-02 1.093750000000000e-01 9.133937687548811e-03 -2.770296106184365e+00
3.125000000000000e-02 1.250000000000000e-01 9.149945048228641e-03 -3.331545089312684e+00
3.125000000000000e-02 1.406250000000000e-01 9.142038859850906e-03 -3.915009102689074e+00
3.125000000000000e-02 1.562500000000000e-01 9.104765196750251e-03 -4.512010816641547e+00
3.125000000000000e-02 1.718750000000000e-01 9.033865761315173e-03 -5.115635760573409e+00
3.125000000000000e-02 1.875000000000000e-01 8.926965237062672e-03 -5.720497464318976e+00
3.125000000000000e-02 2.031250000000000e-01 8.784098619439297e-03 -6.322451065105733e+00
3.125000000000000e-02 2.187500000000000e-01 8.607883208400965e-03 -6.918296545233222e+00
3.125000000000000e-02 2.343750000000000e-01 8.403253917188087e-03 -7.505499835781159e+00
3.125000000000000e-02 2.500000000000000e-01 8.176800363210675e-03 -8.081950393855488e+00
3.125000000000000e-02 2.656250000000000e-01 7.935834868998270e-03 -8.645767686034654e+00
3.125000000000000e-02 2.812500000000000e-01 7.687370898050262e-03 -9.195165233685294e+00
3.125000000000000e-02 2.968750000000000e-01 7.437202160031104e-03 -9.728377096643824e+00
3.125000000000000e-02 3.125000000000000e-01 7.189246258985183e-03 -1.024364550691839e+01
3.125000000000000e-02 3.281250000000000e-01 6.945257159360777e-03 -1.073925940542741e+01
3.125000000000000e-02 3.437500000000000e-01 6.704928283705016e-03 -1.121362447743720e+01
3.125000000000000e-02 3.593750000000000e-01 6.466323062005102e-03 -1.166534028681973e+01
3.125000000000000e-02 3.750000000000000e-01 6.226507313965117e-03 -1.209326230566890e+01
3.125000000000000e-02 3.906250000000000e-01 5.982235706808903e-03 -1.249653526200796e+01
3.125000000000000e-02 4.062500000000000e-01 5.730563641327739e-03 -1.287459518416910e+01
3.125000000000000e-02 4.218750000000000e-01 5.469301520407020e-03 -1.322714624408621e+01
3.125000000000000e-02 4.375000000000000e-01 5.197279928505613e-03 -1.355412260992209e+01
3.125000000000000e-02 4.531250000000000e-01 4.914435920309677e-03 -1.385564533522611e+01
3.125000000000000e-02 4.687500000000000e-01 4.621755668661560e-03 -1.413198166442529e+01
3.125000000000000e-02 4.843750000000000e-01 4.321118132238849e-03 -1.438351089279030e+01
3.125000000000000e-02 5.000000000000000e-01 4.015082887630473e-03 -1.461069823124903e+01
3.125000000000000e-02 5.156250000000000e-01 3.706657943723339e-03 -1.481407637890356e+01
3.125000000000000e-02 5.312500000000000e-01 3.399074077871337e-03 -1.499423361443875e+01
3.125000000000000e-02 5.468750000000000e-01 3.095583296166532e-03 -1.515180692264859e+01
3.125000000000000e-02 5.625000000000000e-01 2.799291484304188e-03 -1.528747871768655e+01
3.125000000000000e-02 5.781250000000000e-01 2.513029476617832e-03 -1.540197592428039e+01
3.125000000000000e-02 5.937500000000000e-01 2.239262536071413e-03 -1.549607042105938e+01
3.125000000000000e-02 6.093750000000000e-01 1.980035363111537e-03 -1.557058008159770e+01
3.125000000000000e-02 6.250000000000000e-01 1.736947965425818e-03 -1.562636984870935e+01
3.125000000000000e-02 6.406250000000000e-01 1.511156780128062e-03 -1.566435244376206e+01
3.125000000000000e-02 6.562500000000000e-01 1.303395143384788e-03 -1.568548845023106e+01
3.125000000000000e-02 6.718750000000000e-01 1.114007388404438e-03 -1.569078562527099e+01
3.125000000000000e-02 6.875000000000000e-01 9.429913898149974e-04 -1.568129738873030e+01
3.125000000000000e-02 7.031250000000000e-01 7.900451500447051e-04 -1.565812051702204e+01
3.125000000000000e-02 7.187500000000000e-01 6.546139435451108e-04 -1.562239212859636e+01
3.125000000000000e-02 7.343750000000000e-01 5.359355084155137e-04 -1.557528608632128e+01
3.125000000000000e-02 7.500000000000000e-01 4.330817211815820e-04 -1.551800895804092e+01
3.125000000000000e-02 7.656250000000000e-01 3.449960385658520e-04 -1.545179566954608e+01
3.125000000000000e-02 7.812500000000000e-01 2.705266837820790e-04 -1.537790495585654e+01
3.125000000000000e-02 7.968750000000000e-01 2.084560561206345e-04 -1.529761467082324e+01
3.125000000000000e-02 8.125000000000000e-01 1.575271340269302e-04 -1.521221695674344e+01
3.125000000000000e-02 8.281250000000000e-01 1.164677271786319e-04 -1.512301321042796e+01
3.125000000000000e-02 8.437500000000000e-01 8.401333482506566e-05 -1.503130871456887e+01
3.125000000000000e-02 8.593750000000000e-01 5.892912341040676e-05 -1.493840673612498e+01
3.125000000000000e-02 8.750000000000000e-01 4.003119394233140e-05 -1.484560182698710e+01
3.125000000000000e-02 8.906250000000000e-01 2.620692178206416e-05 -1.475417199368245e+01
3.125000000000000e-02 9.062500000000000e-01 1.643377315368057e-05 -1.466536932638815e+01
3.125000000000000e-02 9.218750000000000e-01 9.795687091724393e-06 -1.458040858333352e+01
3.125000000000000e-02 9.375000000000000e-01 5.495908900684436e-06 -1.450045310018440e+01
3.125000000000000e-02 9.531250000000000e-01 2.865116310629797e-06 -1.442659721294920e+01
3.125000000000000e-02 9.687500000000000e-01 1.363828652918981e-06 -1.435984411174417e+01
3.125000000000000e-02 9.843750000000000e-01 5.784546146578115e-07 -1.430107762044010e+01
3.125000000000000e-02 1.000000000000000e+00 2.109142858480309e-07 -1.425102571126928e+01
4.687500000000000e-02 0.000000000000000e+00 8.914458148741851e-03 -6.738946082026592e-01
4.687500000000000e-02 1.562500000000000e-02 8.923087444391119e-03 -7.277506029703643e-01
4.687500000000000e-02 3.125000000000000e-02 8.947675933834755e-03 -8.866007053710687e-01
4.687500000000000e-02 4.687500000000000e-02 8.984606793370391e-03 -1.142771731600753e+00
4.687500000000000e-02 6.250000000000000e-02 9.028648910494890e-03 -1.484895705091329e+00
4.687500000000000e-02 7.812500000000000e-02 9.073750184469742e-03 -1.899521541959468e+00
4.687500000000000e-02 9.375000000000000e-02 9.113611832985360e-03 -2.372640262715533e+00
4.687500000000000e-02 1.093750000000000e-01 9.141944379397738e-03 -2.890853932392516e+00
4.687500000000000e-02 1.250000000000000e-01 9.152546502591461e-03 -3.442114807765889e+00
4.687500000000000e-02 1.406250000000000e-01 9.139454017343526e-03 -4.016087318341624e+00
4.687500000000000e-02 1.562500000000000e-01 9.097327537322335e-03 -4.604230008708798e+00
4.687500000000000e-02 1.718750000000000e-01 9.022064734316245e-03 -5.199691213177863e+00
4.687500000000000e-02 1.875000000000000e-01 8.911464259506395e-03 -5.797093667686820e+00
4.687500000000000e-02 2.031250000000000e-01 8.765713649453754e-03 -6.392264658923553e+00
4.687500000000000e-02 2.187500000000000e-01 8.587524119580622e-03 -6.981952772963858e+00
4.687500000000000e-02 2.343750000000000e-01 8.381842788454654e-03 -7.563559691864807e+00
4.687500000000000e-02 2.500000000000000e-01 8.155185053273794e-03 -8.134906051988064e+00
4.687500000000000e-02 2.656250000000000e-01 7.914714837002932e-03 -8.694044275592873e+00
4.687500000000000e-02 2.812500000000000e-01 7.667247689802597e-03 -9.239127397689749e+00
4.687500000000000e-02 2.968750000000000e-01 7.418361056037688e-03 -9.768338874243302e+00
4.687500000000000e-02 3.125000000000000e-01 7.171769271007047e-03 -1.027988195423170e+01
4.687500000000000e-02 3.281250000000000e-01 6.929061705594992e-03 -1.077201821026041e+01
4.687500000000000e-02 3.437500000000000e-01 6.689821542859084e-03 -1.124313591939923e+01
4.687500000000000e-02 3.593750000000000e-01 6.452060267936582e-03 -1.169182439454432e+01
4.687500000000000e-02 3.750000000000000e-01 6.212843497459698e-03 -1.211693285167370e+01
4.687500000000000e-02 3.906250000000000e-01 5.968963932829380e-03 -1.251760100702998e+01
4.687500000000000e-02 4.062500000000000e-01 5.717537163713764e-03 -1.289325925666030e+01
4.687500000000000e-02 4.218750000000000e-01 5.456441017442294e-03 -1.324360462825897e+01
4.687500000000000e-02 4.375000000000000e-01 5.184569265784177e-03 -1.356856251760559e+01
4.687500000000000e-02 4.531250000000000e-01 4.901910648939960e-03 -1.386824392698048e+01
4.687500000000000e-02 4.687500000000000e-01 4.609488128748771e-03 -1.414290530308578e+01
4.687500000000000e-02 4.843750000000000e-01 4.309202136397075e-03 -1.439291492153971e+01
4.687500000000000e-02 5.000000000000000e-01 4.003619937768267e-03 -1.461872717139511e+01
4.687500000000000e-02 5.156250000000000e-01 3.695746035814958e-03 -1.482086441403679e+01
4.687500000000000e-02 5.312500000000000e-01 3.388799471309926e-03 -1.499990523775627e+01
4.687500000000000e-02 5.468750000000000e-01 3.086015171105878e-03 -1.515647765032949e+01
4.687500000000000e-02 5.625000000000000e-01 2.790479144265590e-03 -1.529125579986415e+01
4.687500000000000e-02 5.781250000000000e-01 2.505001625737339e-03 -1.540495901009129e+01
4.687500000000000e-02 5.937500000000000e-01 2.232028126129751e-03 -1.549835215351690e+01
4.687500000000000e-02 6.093750000000000e-01 1.973585529846440e-03 -1.557224661185401e+01
4.687500000000000e-02 6.250000000000000e-01 1.731258631212908e-03 -1.562750126865037e+01
4.687500000000000e-02 6.406250000000000e-01 1.506191573539278e-03 -1.566502314194903e+01
4.687500000000000e-02 6.562500000000000e-01 1.299108363963685e-03 -1.568576739988958e+01
4.687500000000000e-02 6.718750000000000e-01 1.110346819924114e-03 -1.569073661501618e+01
4.687500000000000e-02 6.875000000000000e-01 9.399008327967943e-04 -1.568097920745973e+01
4.687500000000000e-02 7.031250000000000e-01 7.874666017828289e-04 -1.565758710421171e+01
4.687500000000000e-02 7.187500000000000e-01 6.524893999797725e-04 -1.562169270032310e+01
4.687500000000000e-02 7.343750000000000e-01 5.342083965786596e-04 -1.557446524590302e+01
4.687500000000000e-02 7.500000000000000e-01 4.316979940429988e-04 -1.551710679843905e+01
4.687500000000000e-02 7.656250000000000e-01 3.439049770305903e-04 -1.545084787282019e+01
4.687500000000000e-02 7.812500000000000e-01 2.696814549513595e-04 -1.537694289320608e+01
4.687500000000000e-02 7.968750000000000e-01 2.078140747115564e-04 -1.529666550528127e+01
4.687500000000000e-02 8.125000000000000e-01 1.570502672130837e-04 -1.521130374953431e+01
4.687500000000000e-02 8.281250000000000e-01 1.161223741961029e-04 -1.512215503143422e+01
4.687500000000000e-02 8.437500000000000e-01 8.377040340196414e-05 -1.503052075729745e+01
4.687500000000000e-02 8.593750000000000e-01 5.876391697584742e-05 -1.493770043797266e+01
4.687500000000000e-02 8.750000000000000e-01 3.992321774860819e-05 -1.484498499643553e+01
4.687500000000000e-02 8.906250000000000e-01 2.613961313702380e-05 -1.475364894724102e+01
4.687500000000000e-02 9.062500000000000e-01 1.639416103338915e-05 -1.466494103961668e+01
4.687500000000000e-02 9.218750000000000e-01 9.773989172040675e-06 -1.458007286214426e+01
4.687500000000000e-02 9.375000000000000e-01 5.485078811254087e-06 -1.450020478092892e+01
4.687500000000000e-02 9.531250000000000e-01 2.860359655495963e-06 -1.442642840276164e+01
4.687500000000000e-02 9.687500000000000e-01 1.362111789864797e-06 -1.435974448460796e+01
4.687500000000000e-02 9.843750000000000e-01 5.780339258068153e-07 -1.430103479016271e+01
4.687500000000000e-02 1.000000000000000e+00 2.109143030780373e-07 -1.425102571125431e+01
6.250000000000000e-02 0.000000000000000e+00 8.961732267439942e-03 -9.072490360733015e-01
6.250000000000000e-02 1.562500000000000e-02 8.969167909741216e-03 -9.591443401117821e-01
6.250000000000000e-02 3.125000000000000e-02 8.990342364999937e-03 -1.112316871296430e+00
6.250000000000000e-02 4.687500000000000e-02 9.022080202512254e-03 -1.359651822153990e+00
6.250000000000000e-02 6.250000000000000e-02 9.059718814103907e-03 -1.690555564652530e+00
6.250000000000000e-02 7.812500000000000e-02 9.097740114883025e-03 -2.092408312006949e+00
6.250000000000000e-02 9.375000000000000e-02 9.130241826763802e-03 -2.551963805433093e+00
6.250000000000000e-02 1.093750000000000e-01 9.151180960916116e-03 -3.056448658874249e+00
6.250000000000000e-02 1.250000000000000e-01 9.154511070214493e-03 -3.594281133894601e+00
6.250000000000000e-02 1.406250000000000e-01 9.134410566977873e-03 -4.155443164958220e+00
6.250000000000000e-02 1.562500000000000e-01 9.085723821919032e-03 -4.731585774657679e+00
6.250000000000000e-02 1.718750000000000e-01 9.004579888079640e-03 -5.315951388482977e+00
6.250000000000000e-02 1.875000000000000e-01 8.889022638424383e-03 -5.903183572126380e+00
6.250000000000000e-02 2.031250000000000e-01 8.739446685983253e-03 -6.489079073970586e+00
6.250000000000000e-02 2.187500000000000e-01 8.558684687845498e-03 -7.070322760466293e+00
